prov_id,treat
11z111,0
11z113,0
11z132,0
11z135,0
11z13z,0
11z142,0
11z161,0
11z163,0
11z165,0
11z177,0
11z183,0
11z186,0
11z191,0
11z192,0
11z194,0
11z1z1,0
11z1z4,0
11z1z7,0
11z1zz,0
11zz11,0
11zz24,0
11zz26,0
11zz27,0
11zz31,0
11zz32,0
11zz34,0
11zz35,0
11zz39,0
11zz45,0
11zz46,0
11zz59,0
11zz71,0
11zz73,0
11zz78,0
11zz82,0
11zz83,0
11zz86,0
11zz87,0
11zz89,0
11zz91,0
11zz92,0
11zzz4,0
11zzz5,0
11zzz6,0
11zzz7,0
12zz19,0
12zz1z,0
12zz22,0
12zz26,0
12zzz1,0
12zzz2,0
12zzz4,0
12zzz5,0
12zzz7,0
13zz13,0
13zz14,0
13zzz6,0
13zzz7,0
14z113,0
14z122,0
14z127,0
14z12z,0
14z137,0
14z145,0
14z147,0
14z148,0
14z162,0
14z174,0
14z1z1,0
14z213,0
14z217,0
14z21z,0
14z231,0
14z286,0
14z288,0
14z289,0
14z28z,0
14z294,0
14z2z9,0
14z2zz,0
14zz13,0
14zz26,0
14zz29,0
14zz3z,0
14zz52,0
14zz53,0
14zz59,0
14zz67,0
14zz77,0
14zz89,0
14zzz1,0
14zzz2,0
14zzz7,0
15z1zz,0
15zz12,0
15zz17,0
15zz1z,0
15zz21,0
15zz22,0
15zz24,0
15zz33,0
15zz37,0
15zz38,0
15zz46,0
15zz56,0
15zz57,0
15zz58,0
15zz59,0
15zz72,0
15zz74,0
15zz75,0
15zz82,0
15zz86,0
15zzz1,0
15zzz5,0
15zzz7,0
15zzz9,0
16z112,0
16z117,0
16z122,0
16z124,0
16z146,0
16z153,0
16z1z1,0
16zz28,0
16zz29,0
16zz32,0
16zz33,0
16zz3z,0
16zz47,0
16zz58,0
16zz64,1
16zz79,0
17z133,0
17z146,0
17z166,0
17z176,0
17z182,0
17z1z3,0
17z1z5,0
17zz14,0
17zz16,0
17zz27,0
17zz39,0
17zz75,0
17zz86,0
17zzz1,0
17zzz9,0
18z115,0
18z128,0
18z13z,0
18z141,0
18z1z3,0
18z1z5,0
18z1z6,0
18zz1z,0
18zz21,0
18zz25,0
18zz35,0
18zz45,0
18zz4z,0
18zz51,0
18zz53,0
18zz56,0
18zz67,0
18zz79,0
18zz7z,0
18zz87,0
18zz88,0
18zz92,0
18zz95,0
18zzz1,0
18zzz4,0
19z111,0
19z116,0
19z118,0
19z122,0
19z145,0
19z146,0
19z14z,0
19z161,0
19z16z,0
19z176,0
19z177,0
19z2z4,0
19z2z5,0
19zz11,0
19zz13,0
19zz14,0
19zz25,0
19zz26,0
19zz2z,0
19zz34,0
19zz36,0
19zz39,0
19zz45,0
19zz46,0
19zz4z,0
19zz53,0
19zz5z,0
19zz64,0
19zz79,0
19zz81,0
19zz98,0
19zzz2,0
19zzz4,0
19zzz5,0
19zzz6,0
19zzz7,0
19zzz9,0
1z112,0
1z113,0
1z11z,0
1z125,0
1z129,0
1z139,0
1z13z,0
1z144,0
1z146,0
1z148,0
1z1z3,0
1z1z4,0
1z1z9,0
1zz11,0
1zz113,0
1zz117,0
1zz11z,0
1zz121,0
1zz124,0
1zz125,0
1zz126,0
1zz127,0
1zz131,0
1zz132,0
1zz135,0
1zz142,0
1zz14z,0
1zz154,0
1zz166,0
1zz173,0
1zz175,0
1zz177,0
1zz181,0
1zz183,0
1zz189,0
1zz1z2,0
1zz1z6,0
1zz1z7,0
1zz21,0
1zz213,0
1zz21z,0
1zz223,0
1zz224,0
1zz226,0
1zz228,0
1zz23,0
1zz231,0
1zz23z,0
1zz242,0
1zz243,0
1zz244,0
1zz246,0
1zz255,0
1zz259,0
1zz264,0
1zz265,0
1zz266,0
1zz267,0
1zz27,0
1zz276,0
1zz277,0
1zz281,0
1zz2z6,0
1zz2z9,0
1zz2zz,0
1zz34,0
1zz36,0
1zz39,0
1zz43,0
1zz49,0
1zz51,0
1zz58,0
1zz62,0
1zz66,0
1zz73,0
1zz78,0
1zz79,0
1zz86,0
1zz87,0
1zz89,0
1zz92,0
1zz95,0
1zz97,0
1zz99,0
1zzz12,0
1zzz18,0
1zzz25,0
1zzz26,0
1zzz28,0
1zzz34,0
1zzz35,0
1zzz38,0
1zzz3z,0
1zzz43,0
1zzz44,0
1zzz4z,0
1zzz51,0
1zzz52,0
1zzz53,0
1zzz54,0
1zzz57,0
1zzz5z,0
1zzz62,0
1zzz63,0
1zzz67,0
1zzz7,0
1zzz71,0
1zzz73,0
1zzz75,0
1zzz7z,0
1zzz84,0
1zzz86,0
1zzz92,0
1zzz93,0
1zzzz6,0
1zzzz7,0
21zz11,0
21zz12,0
21zz15,0
21zz16,0
21zz17,0
21zz18,0
21zz19,0
21zz22,0
21zz23,0
21zz32,0
21zz35,0
21zz3z,0
21zz43,0
21zz44,0
21zz45,0
21zz48,0
21zz49,0
21zz4z,0
21zz51,0
21zz54,0
21zz55,0
21zz57,0
21zz61,0
21zzz1,0
21zzz3,0
21zzz4,0
21zzz5,0
21zzz6,0
21zzz8,0
22z119,0
22z135,0
22z1z8,0
22zz12,0
22zz15,0
22zz17,0
22zz46,1
22zz52,0
22zz67,0
22zz86,0
23z118,0
23z11z,0
23z133,0
23z13z,1
23z141,0
23z151,1
23z156,0
23z18z,0
23z1z1,0
23z1z8,0
23z212,0
23z239,0
23z23z,0
23z241,0
23z269,1
23zz15,0
23zz17,0
23zz19,1
23zz29,1
23zz2z,1
23zz31,0
23zz46,0
23zz53,1
23zz55,0
23zz58,0
23zz59,1
23zz66,1
23zz75,0
23zz81,0
23zz85,0
23zz97,1
23zzz4,1
24z132,0
24z166,0
24z1z1,0
24z1z4,0
24z1z6,0
24z21z,0
24z2z6,0
24z2z7,0
24zz14,0
24zz19,0
24zz1z,0
24zz22,0
24zz38,0
24zz43,0
24zz44,0
24zz4z,0
24zz53,0
24zz57,0
24zz61,0
24zz63,0
24zz66,0
24zz76,0
24zz84,0
24zz8z,0
24zzz1,0
24zzz2,0
24zzz4,0
25z123,0
25z124,0
25z126,0
25z127,0
25z128,0
25z141,0
25z1z2,0
25zz19,0
25zz1z,0
25zz2z,0
25zz36,0
25zz38,0
25zz48,0
25zz57,0
25zz59,0
25zz5z,0
25zz67,0
25zz85,0
25zz96,0
25zzz1,0
25zzz7,0
26z115,0
26z138,0
26z141,0
26z142,0
26z147,0
26z162,0
26z163,0
26z16z,0
26z177,0
26z18z,0
26z193,0
26z19z,0
26z1z4,0
26z1z8,0
26z2zz,0
26zz23,0
26zz24,0
26zz27,0
26zz2z,0
26zz32,0
26zz48,0
26zz4z,0
26zz57,0
26zz59,0
26zz62,0
26zz68,0
26zz77,0
26zz85,0
26zz95,0
26zz96,0
26zzz1,0
26zzz4,0
27zz14,1
27zz49,0
27zz74,0
27zzz4,0
28z111,0
28z119,0
28z1z5,0
28zz2z,0
28zz4z,0
28zz6z,0
28zz81,0
29zz12,0
29zz21,0
29zz22,0
29zz2z,0
29zz39,0
29zz41,0
29zzz1,0
29zzz3,0
29zzz5,0
29zzz7,0
29zzz9,0
2zz12,0
2zz17,0
2zz18,0
2zz24,0
2zz27,0
2zzz1,0
2zzz18,0
2zzz31,0
2zzz37,0
2zzz6,0
31z112,0
31z113,0
31z118,0
31z11z,0
31zz11,0
31zz16,0
31zz1z,0
31zz24,0
31zz25,0
31zz27,0
31zz41,0
31zz45,0
31zz61,0
31zz74,0
31zz75,0
31zz84,0
31zz91,0
31zz92,0
31zzz3,0
31zzz6,0
32zz11,0
32zz16,0
32zz18,0
32zz22,0
32zz38,0
32zz3z,0
32zz57,0
32zz58,0
32zz59,0
32zz61,0
32zz67,0
32zz6z,0
32zzz2,0
32zzz4,0
32zzz9,0
33z111,0
33z115,0
33z125,0
33z126,1
33z127,0
33z128,0
33z141,0
33z144,0
33z14z,0
33z151,0
33z152,0
33z158,0
33z159,0
33z166,0
33z169,0
33z16z,0
33z175,0
33z177,0
33z184,0
33z185,0
33z188,0
33z193,0
33z194,0
33z195,0
33z196,0
33z197,0
33z1z2,0
33z1z6,1
33z211,0
33z214,0
33z218,0
33z221,0
33z222,0
33z226,0
33z231,0
33z233,0
33z234,0
33z236,0
33z238,0
33z246,0
33z249,0
33z24z,0
33z261,0
33z263,0
33z265,0
33z267,0
33z273,0
33z279,0
33z286,0
33z2z1,0
33z2z2,0
33z316,0
33z353,0
33z35z,0
33z385,0
33z394,0
33z395,0
33z396,0
33z3z4,0
33z3z6,0
33z3z7,0
33zz11,0
33zz14,0
33zz24,0
33zz33,0
33zz37,0
33zz43,0
33zz46,0
33zz47,0
33zz53,0
33zz55,0
33zz58,0
33zz59,0
33zz61,0
33zz64,0
33zz65,0
33zz67,1
33zz78,0
33zz86,0
33zz88,0
33zz8z,0
33zzz2,0
33zzz5,0
33zzz9,0
34z116,0
34z119,0
34z123,0
34z12z,0
34z132,0
34z133,0
34z13z,0
34z142,0
34z143,0
34z155,0
34z156,0
34z159,0
34z166,0
34z16z,0
34z171,0
34z1z7,0
34zz17,0
34zz32,0
34zz35,0
34zz53,0
34zz55,0
34zz64,0
34zz75,0
34zz84,0
34zz87,0
34zz98,0
34zz99,0
34zz9z,0
34zzz1,0
34zzz3,0
35zz15,1
35zz63,0
35zzz2,1
36z113,0
36z116,0
36z123,0
36z131,0
36z132,0
36z134,0
36z137,0
36z143,0
36z145,0
36z147,0
36z152,0
36z153,0
36z156,0
36z163,0
36z174,0
36z189,0
36z18z,0
36z192,0
36z1z1,0
36z212,0
36z218,0
36z21z,0
36z234,0
36z236,0
36z23z,0
36z2z3,0
36zz17,0
36zz29,0
36zz32,0
36zz35,0
36zz41,0
36zz44,0
36zz46,0
36zz4z,0
36zz51,0
36zz58,0
36zz59,0
36zz68,0
36zz71,0
36zz72,0
36zz74,0
36zz76,0
36zz81,0
36zz84,0
36zz85,0
36zz87,0
36zz8z,0
36zz91,0
36zz92,0
36zz98,0
36zzz1,0
36zzz2,0
36zzz6,0
36zzz9,0
37z112,0
37z114,0
37z138,0
37z139,0
37z156,0
37z166,0
37z169,0
37z171,0
37z172,0
37z173,0
37z17z,0
37z183,0
37z18z,0
37z1z6,0
37z1zz,0
37zz11,0
37zz13,0
37zz23,0
37zz28,0
37zz32,0
37zz36,0
37zz37,0
37zz41,0
37zz48,0
37zz51,0
37zz56,0
37zz72,0
37zz89,0
37zz8z,0
37zz91,0
37zz94,0
37zzz7,0
38zz17,0
38zz18,0
38zz21,0
38zz25,0
38zz2z,0
38zz33,0
38zz37,0
38zz38,0
38zz52,0
38zz61,0
38zz6z,0
38zz71,0
38zz75,0
38zz82,0
38zz89,0
38zz91,0
38zz9z,1
38zzz2,0
38zzz4,0
38zzz7,0
38zzz9,0
39z112,0
39z115,0
39z116,0
39z117,0
39z118,0
39z122,0
39z123,0
39z127,0
39z132,0
39z139,0
39z142,0
39z145,0
39z146,0
39z147,0
39z154,0
39z156,0
39z157,0
39z173,0
39z174,0
39z178,0
39z179,0
39z184,0
39z189,0
39z194,0
39z195,0
39z197,0
39z198,0
39z199,0
39z1z1,0
39z1z4,0
39z1z8,0
39z1zz,0
39z217,0
39z219,0
39z222,0
39z223,0
39z225,0
39z226,0
39z228,0
39z22z,0
39z231,0
39z236,0
39z258,0
39z263,0
39z265,0
39z266,0
39z2z3,0
39z2z4,0
39zz12,0
39zz19,0
39zz25,0
39zz26,0
39zz39,0
39zz42,0
39zz43,0
39zz56,0
39zz57,0
39zz62,0
39zz63,0
39zz68,0
39zz73,0
39zz76,0
39zz7z,0
39zz81,0
39zz84,0
39zz8z,0
39zz97,0
39zzz2,0
39zzz8,0
3zz11,0
3zz13,0
3zz14,0
3zz16,0
3zz1z,0
3zz36,0
3zz3z,0
3zz43,0
3zz61,0
3zz64,0
3zz65,0
3zz67,0
3zz68,0
3zz71,0
3zz73,0
3zz74,0
3zz78,0
3zz83,0
3zz87,0
3zz88,0
3zz92,0
3zz93,0
3zzz1,0
3zzz6,0
42zz11,0
42zz15,0
42zz16,0
42zz18,0
42zz19,0
42zz48,0
42zz49,0
42zz53,0
42zz54,0
42zz64,0
42zz66,0
42zz73,0
42zz79,0
42zz82,0
42zz86,0
42zz87,0
42zz89,0
42zzz2,0
42zzz4,0
43zz16,0
43zz27,0
43zz81,0
43zz82,0
43zz83,0
43zz84,0
43zzz5,0
44z111,0
44z115,0
44z11z,0
44z125,0
44z12z,0
44z131,0
44z132,0
44z133,0
44z137,0
44z141,0
44z152,0
44z153,0
44z156,0
44z159,0
44z15z,0
44z168,0
44z173,0
44z181,0
44z186,0
44z193,0
44z194,0
44z1z2,0
44z1z4,0
44z1z9,0
44zz11,0
44zz16,0
44zz1z,0
44zz29,0
44zz31,0
44zz32,0
44zz33,0
44zz34,0
44zz39,0
44zz3z,0
44zz46,0
44zz47,0
44zz49,0
44zz4z,0
44zz51,0
44zz53,0
44zz54,0
44zz61,0
44zz64,0
44zz65,0
44zz81,0
44zz82,0
44zz84,0
44zz91,0
44zzz1,0
44zzz3,0
44zzz6,0
44zzz7,0
45z119,0
45z124,0
45z13z,0
45z143,0
45z152,0
45z155,0
45z165,0
45z176,0
45z177,0
45z184,0
45z191,0
45z1z1,0
45z1z4,0
45z213,0
45z219,0
45z21z,0
45z221,0
45z222,0
45z229,0
45z234,0
45z235,0
45z237,0
45z241,0
45z253,0
45z271,0
45z272,0
45z27z,0
45z28z,0
45z293,0
45z299,0
45z2z3,0
45z2zz,0
45z33z,0
45z352,0
45z372,0
45z373,0
45z388,0
45z399,0
45z3z6,0
45z411,0
45z424,0
45z431,0
45z462,0
45z46z,0
45z475,0
45z489,0
45z497,0
45z498,0
45z4z3,0
45z537,0
45z539,0
45z573,0
45z578,0
45z584,0
45z586,0
45z587,0
45z58z,0
45z597,0
45z615,0
45z617,0
45z61z,0
45z62z,0
45z634,0
45z641,0
45z643,0
45z654,0
45z658,0
45z659,0
45z662,0
45z668,0
45z683,0
45z684,0
45z698,0
45z6z5,0
45z713,0
45z716,0
45z718,0
45z723,0
45z73z,0
45z749,0
45z754,0
45z771,0
45z7z2,0
45z7z9,0
45zz11,0
45zz15,0
45zz18,0
45zz21,0
45zz23,0
45zz24,0
45zz28,0
45zz29,0
45zz33,0
45zz35,0
45zz54,0
45zz55,0
45zz56,0
45zz58,0
45zz68,0
45zz79,0
45zz83,0
45zz85,0
45zz97,0
45zz9z,0
46zz13,0
46zz14,0
46zz19,0
46zz1z,0
46zz23,0
46zz33,0
46zz43,0
46zz44,0
46zz51,0
46zzz1,0
46zzz3,0
46zzz6,0
46zzz9,0
47zzz3,1
49z111,0
49z112,0
49z113,0
49z114,0
49z115,0
49z117,0
49z119,0
49z123,0
49z127,0
49zz11,0
49zz17,0
49zz22,0
49zz23,0
49zz2z,0
49zz32,0
49zz37,0
49zz38,0
49zz44,0
49zz45,0
49zz46,0
49zz48,0
49zz4z,0
49zz53,0
49zz57,0
49zz59,0
49zz5z,0
49zz67,0
49zz69,0
49zz77,0
49zz84,0
49zz88,0
49zz89,0
49zz93,0
49zz94,0
49zzz2,0
49zzz7,0
4z114,0
4zz15,0
4zz16,0
4zz1z,0
4zz26,0
4zz29,0
4zz36,0
4zz42,0
4zz51,0
4zz67,0
4zz74,0
4zzz1,0
4zzz7,0
51zz12,0
51zz29,0
51zz31,0
51zz33,0
51zz38,0
51zz39,0
51zz58,0
51zz72,0
51zz82,0
51zz85,0
51zz86,0
51zzz7,0
51zzz8,0
52z138,0
52z139,0
52z16z,0
52z17z,0
52z1z3,0
52z1z9,0
52zz11,0
52zz17,0
52zz19,0
52zz27,0
52zz33,0
52zz34,0
52zz35,0
52zz38,0
52zz44,0
52zz45,0
52zz57,0
52zz62,0
52zz63,0
52zz75,0
52zz78,0
52zz7z,0
52zz83,0
52zz87,0
52zz91,0
52zz97,0
52zzz4,0
52zzz9,0
53zz11,0
53zz12,0
5z111,0
5z112,0
5z115,0
5z116,0
5z11z,0
5z124,0
5z127,0
5z128,0
5z132,0
5z149,0
5z158,0
5z169,0
5z189,0
5z191,0
5z194,0
5z196,0
5z1z3,0
5z1z4,0
5z219,0
5z222,0
5z225,0
5z231,0
5z232,0
5z234,0
5z238,0
5z239,0
5z248,0
5z254,0
5z261,0
5z276,0
5z281,0
5z289,0
5z28z,0
5z29z,0
5z315,0
5z324,0
5z336,0
5z342,0
5z349,0
5z351,0
5z352,0
5z353,0
5z357,0
5z359,0
5z35z,0
5z373,0
5z376,0
5z378,0
5z382,0
5z393,0
5z397,0
5z3z9,0
5z414,0
5z417,0
5z424,0
5z434,0
5z435,0
5z438,0
5z444,0
5z448,0
5z457,0
5z468,0
5z471,0
5z498,0
5z4z7,0
5z523,0
5z531,0
5z552,0
5z568,0
5z581,0
5z597,0
5z599,0
5z59z,0
5z5z2,0
5z5z3,0
5z624,0
5z625,0
5z636,0
5z641,0
5z663,0
5z674,0
5z689,0
5z6z8,0
5z7z8,0
5zz119,0
5zz124,0
5zz141,0
5zz16,0
5zz17,0
5zz24,0
5zz25,0
5zz26,0
5zz28,0
5zz36,0
5zz3z,0
5zz47,0
5zz55,0
5zz56,0
5zz58,0
5zz67,0
5zz72,0
5zz77,0
5zz78,0
5zz79,0
5zz96,0
5zzz14,0
5zzz15,0
5zzz19,0
5zzz26,0
5zzz27,0
5zzz33,0
5zzz36,0
5zzz44,0
5zzz51,0
5zzz53,0
5zzz54,0
5zzz5z,0
5zzz6z,0
5zzz77,0
5zzz84,0
5zzz88,0
5zzzz1,0
5zzzz5,0
6z1z4,0
6z1zz,0
6zz11,0
6zz13,0
6zz14,0
6zz15,0
6zz16,0
6zz24,0
6zz28,0
6zz2z,0
6zz32,0
6zz34,0
6zz36,0
6zz3z,0
6zz43,0
6zz54,0
6zz64,0
6zz65,0
6zz76,0
6zzz4,0
6zzz8,0
6zzz9,0
7zz1z,1
7zz22,1
7zz25,0
7zz28,1
7zz29,0
7zz35,0
7zz36,1
7zzz1,1
7zzz5,1
7zzz7,0
7zzz8,0
